Event	ID	Name			Wwise Object Path	Notes
	147150410	ponderingCustomers			\Default Work Unit\ponderingCustomers	
	165591838	guardChase			\Default Work Unit\guardChase	
	417627684	playMusic			\Harry Events\playMusic	
	664555880	menuSelect			\Default Work Unit\menuSelect	
	1229583736	destroyWalls			\Default Work Unit\destroyWalls	
	1269172605	testaudio			\Default Work Unit\testaudio	
	1498905402	stealing			\Default Work Unit\stealing	
	1992006125	placeWalls			\Default Work Unit\placeWalls	
	1999751643	destroyItems			\Default Work Unit\destroyItems	
	2056374086	crowdRumbling			\Default Work Unit\crowdRumbling	
	2385628198	footsteps			\Default Work Unit\footsteps	
	2491655422	placeItems			\Default Work Unit\placeItems	
	2722298425	crowdRestaurant			\Default Work Unit\crowdRestaurant	
	2827521659	angryCustomers			\Default Work Unit\angryCustomers	
	3091552271	partyWhistle			\Default Work Unit\partyWhistle	
	3439293640	janitor			\Default Work Unit\janitor	
	3620977680	tannoy			\Default Work Unit\tannoy	
	3965943028	cashier			\Default Work Unit\cashier	
	4054555406	guardAlert			\Default Work Unit\guardAlert	
	4170476507	startAmbiance			\Default Work Unit\startAmbiance	
	4184302003	cheeringCustomers			\Default Work Unit\cheeringCustomers	

Switch Group	ID	Name			Wwise Object Path	Notes
	1192081059	Busyness			\Default Work Unit\Busyness	
	4247838896	itemType			\Default Work Unit\itemType	

Switch	ID	Name	Switch Group			Notes
	1427625958	Busy	Busyness			
	1565680351	Quiet	Busyness			
	1747842238	Moderate	Busyness			
	2767934153	Packed	Busyness			
	1968058251	ceramic	itemType			
	2058049674	wood	itemType			
	2473969246	metal	itemType			
	3624926856	leather	itemType			
	4294388576	generic	itemType			

State Group	ID	Name			Wwise Object Path	Notes
	3030503141	IsGamePaused			\Default Work Unit\IsGamePaused	

State	ID	Name	State Group			Notes
	748895195	None	IsGamePaused			
	979470758	Yes	IsGamePaused			
	1668749452	No	IsGamePaused			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1184004748	PercentageMallFull			\Default Work Unit\PercentageMallFull	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	69826043	sfx_placeItem_wood02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_wood02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\wood\sfx_placeItem_wood02		95650
	82388661	vo_tannoyAnnouncement32_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement32_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement32_mono		393704
	110896325	vo_tannoyAnnouncement04_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement04_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement04_mono		262632
	117815406	vo_tannoyAnnouncement13_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement13_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement13_mono		459240
	136739760	sfx_guard_alert02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_guard_alert02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\guard\guardAlert\sfx_guard_alert02		134784
	142312488	sfx_footsteps_asphalt03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_footsteps_asphalt03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\footsteps\sfx_footsteps_asphalt03		131216
	147010348	sfx_placeItem_metal03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_metal03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\metal\sfx_placeItem_metal03		131216
	152191993	vo_tannoyAnnouncement30_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement30_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement30_mono		524776
	159448607	Sax	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\V2_Sax_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Busyness\Busy\Busy_Sax\Sax		2208064
	176863404	sfx_placeItem_metal01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_metal01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\metal\sfx_placeItem_metal01		262288
	178526991	vo_tannoyAnnouncement39_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement39_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement39_mono		852456
	179236900	sfx_destroyingWall01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_destroyingWall01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\destroy\destroyWalls\sfx_destroyingWall01		374996
	185226714	Claps	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\V3_Kit_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Busyness\Busy\Busy_Intro\Claps		2208064
	189823372	sfx_janitorPickup03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_janitorPickup03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\janitor\sfx_janitorPickup03		53432
	206647576	sfx_footsteps_asphalt05	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_footsteps_asphalt05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\footsteps\sfx_footsteps_asphalt05		131216
	210672020	sfx_placeItem_metal02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_metal02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\metal\sfx_placeItem_metal02		262288
	211688002	vo_tannoyAnnouncement29_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement29_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement29_mono		524776
	222864941	sfx_placeItem_ceramic03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_ceramic03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\ceramic\sfx_placeItem_ceramic03		162764
	225193246	vo_tannoyAnnouncement14_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement14_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement14_mono		328168
	231356588	Bongos	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\V1__bongos__D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Busyness\Busy\Busy_Intro\Bongos		2208064
	241464932	Sax	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\V4_Sax_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Busyness\Busy\Busy_Sax\Sax		2208064
	242291426	vo_tannoyAnnouncement18_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement18_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement18_mono		524776
	245477606	vo_tannoyAnnouncement31_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement31_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement31_mono		524776
	261861526	sfx_placeItem_wood03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_wood03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\wood\sfx_placeItem_wood03		37846
	262207827	sfx_customers_angry03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_customers_angry03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\customers\angryCustomers\sfx_customers_angry03		75946
	273490326	sfx_placeItem_generic01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_generic01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\generic\sfx_placeItem_generic01		65680
	279776303	sfx_destroyItem_generic02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_destroyItem_generic02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\destroy\destroyItems\generic\sfx_destroyItem_generic02		69248
	281672052	sfx_placeItem_leather02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_leather02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\leather\sfx_placeItem_leather02		131216
	283003415	sfx_janitorPlastic01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_janitorPlastic01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\janitor\sfx_janitorPlastic01		82374
	289758899	vo_tannoyAnnouncement01_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement01_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement01_mono		655848
	291106260	sfx_customers_pondering02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_customers_pondering02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\customers\ponderingCustomers\sfx_customers_pondering02		53110
	307976247	Bass	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\V1_Bass_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Busyness\Busy\Busy_Intro\Bass		2208064
	314778583	vo_tannoyAnnouncement22_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement22_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement22_mono		655848
	322036956	vo_tannoyAnnouncement09_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement09_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement09_mono		524776
	338470746	Sax	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\V1_Sax_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Busyness\Busy\Busy_Sax\Sax		2208064
	341649614	sfx_placeItem_generic03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_generic03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\generic\sfx_placeItem_generic03		65680
	358093188	sfx_janitorPlastic03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_janitorPlastic03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\janitor\sfx_janitorPlastic03		87748
	369060233	Kit	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\V1_Kit_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Busyness\Busy\Busy_Clarinet\Kit		2208064
	382395767	vo_tannoyAnnouncement26_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement26_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement26_mono		786920
	385531118	sfx_guard_alert01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_guard_alert01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\guard\guardAlert\sfx_guard_alert01		200320
	387588763	vo_tannoyAnnouncement10_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement10_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement10_mono		524776
	401406846	sfx_guard_alert03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_guard_alert03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\guard\guardAlert\sfx_guard_alert03		134784
	403507793	sfx_destroyItem_metal03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_destroyItem_metal03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\destroy\destroyItems\metal\sfx_destroyItem_metal03		195580
	404737150	vo_tannoyAnnouncement38_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement38_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement38_mono		655848
	415344783	sfx_partyWhistle01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_partyWhistle01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\misc\sfx_partyWhistle01		269424
	417022414	sfx_footsteps_asphalt01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_footsteps_asphalt01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\footsteps\sfx_footsteps_asphalt01		131216
	418737362	vo_tannoyAnnouncement11_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement11_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement11_mono		524776
	436425101	sfx_customers_angry01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_customers_angry01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\customers\angryCustomers\sfx_customers_angry01		37768
	459171999	vo_tannoyAnnouncement07_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement07_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement07_mono		590312
	463641360	sfx_guard_chase01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_guard_chase01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\guard\guardChase\sfx_guard_chase01		63448
	465984484	sfx_placeItem_leather03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_leather03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\leather\sfx_placeItem_leather03		65680
	475415882	vo_tannoyAnnouncement41_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement41_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement41_mono		262632
	491880366	sfx_placingWalls02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placingWalls02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeWalls\sfx_placingWalls02		224780
	496641220	sfx_janitorPaper02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_janitorPaper02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\janitor\sfx_janitorPaper02		126628
	508826890	sfx_cashRegister03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_cashRegister03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\misc\cashRegister\sfx_cashRegister03		217152
	516008640	vo_tannoyAnnouncement16_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement16_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement16_mono		262632
	517425044	vo_tannoyAnnouncement03_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement03_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement03_mono		459240
	535115456	vo_tannoyAnnouncement12_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement12_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement12_mono		328168
	554637090	vo_tannoyAnnouncement15_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement15_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement15_mono		459240
	556600526	sfx_janitorPickup01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_janitorPickup01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\janitor\sfx_janitorPickup01		77320
	556650591	vo_tannoyAnnouncement43_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement43_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement43_mono		721384
	556859925	vo_tannoyAnnouncement35_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement35_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement35_mono		590312
	557984568	vo_tannoyAnnouncement06_mono	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\vo_tannoyAnnouncement06_mono_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\tannoy\vo_tannoyAnnouncement06_mono		590312
	588243350	Clarinet	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\V1_Clarient_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\Busyness\Busy\Busy_Clarinet\Clarinet		2208064
	600484761	sfx_placeItem_generic02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_placeItem_generic02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\place\placeItems\generic\sfx_placeItem_generic02		65680
	623491091	sfx_customers_pondering03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_customers_pondering03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\customers\ponderingCustomers\sfx_customers_pondering03		84072
	625918312	sfx_footsteps_asphalt04	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_footsteps_asphalt04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\footsteps\sfx_footsteps_asphalt04		131216
	629381889	sfx_customers_pondering01	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_customers_pondering01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\customers\ponderingCustomers\sfx_customers_pondering01		51000
	631463415	sfx_destroyItem_leather03	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_destroyItem_leather03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\items\destroy\destroyItems\leather\sfx_destroyItem_leather03		85544
	634788960	sfx_customers_angry02	C:\Users\antti\Documents\Unity Projects\FrontierProject\FrontierProject_WwiseProject\.cache\Windows\SFX\sfx_customers_angry02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\npcs\customers\angryCustomers\sfx_customers_angry02		55270
